id,Horizontal direction,Neu_class,Neuropil,Projection mode,anatomy group ID,cell cluster ID,compartment,compartment ID,connectivity type,glomerulus ID,glomerulus ID1,instance,layer ID,status,subtype,type,type ID,unkown,unkown ID,unkown type,unkownID
1876820783,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC17,,LC17,,,17,,,,
1730957703,,mediodorsal Antennal Lobe Neuron,Antennal lobe neuropil neurons,,,,,,,,,mALC5,,mALC5,,,C5,,,,
576475847,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP248,,SMP248,,,248,,,,
1819102805,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL180,,LAL180,,,180,,,,
671345931,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS3,,FS3,,3,,,,,
727647972,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP469,,SMP469,,,469,,,,
5812980745,,Superior Intermediate protocerebrum,Superior intermediate protocerebrum neuropil neurons,,,,,,,,,SIP057,,SIP057,,,057,,,,
453053044,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP331,,SLP331,,,331,,,,
5812991142,,Lobula - Lobula Plate Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LLPC1,,LLPC1,,,1,,,,
479908437,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP082,,SLP082,,,082,,,,
5813024032,,WEDge,Wedge neuropil neurons,,,,,,,,,WED059,,WED059,,,059,,,,
795374201,,CLamp,Clamp neuropil neurons,,,,,,,,,CL115,,CL115,,,115,,,,
5813049380,,Superior Intermediate protocerebrum,Superior intermediate protocerebrum neuropil neurons,,,,,,,,,SIP029,,SIP029,,,029,,,,
1162879471,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaM,,vDeltaM,,,M,,,,
605154073,,CLamp,Clamp neuropil neurons,,,,,,,,,CL072,,CL072,,,072,,,,
1347638398,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD044,,SAD044,,,044,,,,
1414763869,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP055,,PVLP055,,,055,,,,
5813038294,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC9,,LC9,,,9,,,,
888577052,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL080,,LAL080,,,080,,,,
794945765,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS1B,,FS1B,,1,,B,,,
1716487667,,,,,,,,,,,,None,,None,,,,,,,
425104216,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
669869547,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,4,,,,,,LHAV4a4,,LHAV4a4,,,4,,,,
360349882,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP193,,SMP193,,,193,,,,
5812987740,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
1563445048,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,a,,,PLP203_a,,PLP203,,,203,,,,
1005119041,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,m,5,,,,,,LHPV5m1,,LHPV5m1,,,1,,,,
456096281,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP254,,SLP254,,,254,,,,
1689242749,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
578587259,,CLamp,Clamp neuropil neurons,,,,,,b,,,CL019_b,,CL019,,,019,,,,
1006233768,,CLamp,Clamp neuropil neurons,,,,,,,,,CL298,,CL298,,,298,,,,
667823920,,Multiglomerular _  Projection neuron,Antennal lobe neuropil neurons,,,,,,,,,M_vPNml56,,M_vPNml56,,,,,,,
5901225612,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaC,,vDeltaC,,,C,,,,
947898091,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP282,,SMP282,,,282,,,,
1322353841,,Multiglomerular _  Projection neuron,Antennal lobe neuropil neurons,,,,,,,,,M_vPNml77,,M_vPNml77,,,,,,,
789765346,,fan-shaped body horizontal Delta across columns,Central complex neuropil neurons,,,,,,,,,hDeltaL,,hDeltaL,,L,,,,,
944849628,,CLamp,Clamp neuropil neurons,,,,,,a,,,CL299_a,,CL299,,,299,,,,
5812983645,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap1,ap1,KCa'b'-ap1,,,,,,,
635773848,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP335,,SLP335,,,335,,,,
760358472,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP017,,SMP017,,,017,,,,
2069194719,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP354,,AVLP354,,,354,,,,
550297695,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP415,,SMP415,,,415,,,,
790629881,,anterior Superior Protocerebrum 2,Fruitless gene expressing neurons,,,,,,,,,aSP-f3,,aSP-f3,,,,f,,,
1249892614,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaM,,vDeltaM,,,M,,,,
296880800,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB8E,8,FB8E,,,E,,,,
449218986,,Antler,Antler neuropil neurons,,,,,,,,,ATL004,,ATL004,,,004,,,,
1503581667,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaF,,vDeltaF,,,F,,,,
456427944,,Lateral Horn Anterior Dorsal cell clusters,Lateral horn neuropil neurons,,a,3,,,,,,LHAD3a9,,LHAD3a9,,,9,,,,
1875409122,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC25,,LC25,,,25,,,,
357859600,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP156,,SLP156,,,156,,,,
389929872,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP163,,SLP163,,,163,,,,
699311994,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP237,,PLP237,,,237,,,,
916158794,,,,,,,,,,,,None,,None,,,,,,,
1322466938,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,a,,,ER1_a,,ER1,,1,1,,,,
971817401,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,p,p,a,,,PFNp_a,,PFNp,,,,,,,
604735961,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,b,4,,,,,,LHPV4b9,,LHPV4b9,,,9,,,,
5813060768,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP600,,SMP600,,,600,,,,
1295225451,,MB-associated DAN Protocerebral Anterior Medial cluster,Mushroom body neuropil neurons,,,,,,b,,,PAM04_b,,PAM04,,,04,,,,
2096914329,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD007,,SAD007,,,007,,,,
800373114,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP477,,AVLP477,,,477,,,,
482002172,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP206,,SMP206,,,206,,,,
1195606601,,Protocerebral bridge - Fan-shaped body - Round body,Central complex neuropil neurons,,,,,,a,,,PFR_a,,PFR,,,,,,,
1753363739,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
1223388206,,WEDge Projection neuron,Wedge neuropil neurons,WED,,,,,a,,,WEDPN17_a,,WEDPN17,,,17,,,,
916646157,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS3,,FS3,,3,,,,,
298599672,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP088,,SMP088,,,088,,,,
1261423480,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,c,,,ER3d_c,,ER3d,,3,3,,,,
5813098364,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS056,,PS056,,,056,,,,
1723385845,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP133,,AVLP133,,,133,,,,
5813056525,,,,,,,,,,,,None,,None,,,,,,,
5812992888,,WEDge,Wedge neuropil neurons,,,,,,a,,,WED033_a,,WED033,,,033,,,,
858937324,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB4D,4,FB4D,,,D,,,,
1872140821,,,,,,,,,,,,None,,None,,,,,,,
1109832699,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
390223560,,Lateral Horn Posterior Dorsal cell cluster,Lateral horn neuropil neurons,,b,3,,,,,,LHPD3b3,,LHPD3b3,,,3,,,,
1756134771,,,,,,,,,,,,None,,None,,,,,,,
1539547561,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP122,,AVLP122,,,122,,,,
946308203,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB6A,6,FB6A,,,A,,,,
1263996477,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC9,,LC9,,,9,,,,
510926056,,Lateral Horn Posterior Dorsal cell cluster,Lateral horn neuropil neurons,,a,3,,,b,,,LHPD3a4_b,,LHPD3a4,,,4,,,,
833043564,,,,,,,,,,,,None,,None,,,,,,,
785888696,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
1131822654,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaK,,vDeltaK,,,K,,,,
5812986560,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
1047153433,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
1653295260,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS135,,PS135,,,135,,,,
327600366,,,,,,,,,,,,None,,None,,,,,,,
940761352,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
1141009899,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
949537961,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP244,,AVLP244,,,244,,,,
1066516552,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,b,,,PLP042_b,,PLP042,,,042,,,,
5813056313,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap2,ap2,KCa'b'-ap2,,,,,,,
1688505620,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC4,,LC4,,,4,,,,
5813104910,,Fan-shaped body - Crepine,Central complex neuropil neurons,,,,,,,,,FC1E,,FC1E,,1,,E,,,
1472520245,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,p,p,d,,,PFNp_d,,PFNp,,,,,,,
610670860,,,,,,,,,,,,None,,None,,,,,,,
673366263,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap2,ap2,KCa'b'-ap2,,,,,,,
1789276508,,WEDge,Wedge neuropil neurons,,,,,,,,,WED128,,WED128,,,128,,,,
1814729223,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC17,,LC17,,,17,,,,
296855477,,,,,,,,,,,,None,,None,,,,,,,
724885340,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1167567702,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,d,,,ER2_d,,ER2,,2,2,,,,
1762704980,,Local neuron,Antennal lobe neuropil neurons,,,l,,,c,,,lLN2P_c,,lLN2P,,,2,,,,
1037328706,,Lobula Tangential,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LT37,,LT37,,,37,,,,
975518615,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-d,d,KCg-d,,,,,,,
5813056026,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,j,5,,,,,,LHPV5j4,,LHPV5j4,,,4,,,,
1782369359,,Lobula Plate - Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LPLC2,,LPLC2,,,2,,,,
945057870,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,a,3,,,b,,,LHPV3a3_b,,LHPV3a3,,,3,,,,
5812988707,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,p,p,b,,,PFNp_b,,PFNp,,,,,,,
1101850199,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaF,,vDeltaF,,,F,,,,
1198680441,,Ellipsoid body Ring neuron,Central complex neuropil neurons,,,,,,d,,,ER2_d,,ER2,,2,2,,,,
449905648,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP158,,SLP158,,,158,,,,
453018720,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP047,,SLP047,,,047,,,,
5813061974,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP450,,SMP450,,,450,,,,
298055752,,Fan-shaped Body,Central complex neuropil neurons,,,,,,b,,,FB8F_b,8,FB8F,,,F,,,,
5813058307,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
884122996,,CLamp,Clamp neuropil neurons,,,,,,,,,CL355,,CL355,,,355,,,,
612742248,,Mushroom Body Output neurons,Mushroom body neuropil neurons,,,,,,,,,MBON25,,MBON25,,,25,,,,
1946851619,,Local neuron,Antennal lobe neuropil neurons,,,v2,,,,,,v2LN45,,v2LN45,,,45,,,,
5901193572,,WEDge,Wedge neuropil neurons,,,,,,,,,WED003,,WED003,,,003,,,,
948333783,,Protocerebral bridge - Fan-shaped body - Lateral accessory lobe,Central complex neuropil neurons,,,,,,,,,PFL2,,PFL2,,2,2,,,,
972603320,,OCellar Ganglion neuron,Sensory associated neurons,,,,,,,,,OCG09,,OCG09,,,09,,,,
5813034203,,Local neuron,Antennal lobe neuropil neurons,,,v2,,,,,,v2LN45,,v2LN45,,,45,,,,
5812995552,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC62,,MC62,,,62,,,,
327242287,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP373,,SMP373,,,373,,,,
392130578,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP084,,SMP084,,,084,,,,
821617263,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,d,4,,,,,,LHPV4d7,,LHPV4d7,,,7,,,,
1005710800,,Extrinsic Ring neuron,Central complex neuropil neurons,,,,,,,,,ExR7,,ExR7,,7,7,,,,
5813026718,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP592,,SMP592,,,592,,,,
1850587095,,WEDge,Wedge neuropil neurons,,,,,,,,,WED065,,WED065,,,065,,,,
487882114,,,,,,,,,,,,None,,None,,,,,,,
704453006,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP322,,SMP322,,,322,,,,
1016403672,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
576161592,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,b,7,,,,,,LHAV7b1,,LHAV7b1,,,1,,,,
1754042300,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
916862506,,CLamp,Clamp neuropil neurons,,,,,,,,,CL224,,CL224,,,224,,,,
916309838,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS4A,,FS4A,,4,,A,,,
1466511550,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC9,,LC9,,,9,,,,
1231955849,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC6,,LC6,,,6,,,,
5901214760,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS285,,PS285,,,285,,,,
1312346567,,Lobula intrinsic,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,Li17,,Li17,,,17,,,,
1403392477,,Lobula Plate - Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LPLC2,,LPLC2,,,2,,,,
358639742,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP512,,SMP512,,,512,,,,
5812983199,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-d,d,KCg-d,,,,,,,
1597835331,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC28b,,LC28b,,,28,,,,
359568205,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,5,,,a,,,LHAV5a6_a,,LHAV5a6,,,6,,,,
1915837804,,Local neuron,Antennal lobe neuropil neurons,,,v2,,,,,,v2LN34C,,v2LN34C,,,34,,,,
1267868586,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-d,d,KCg-d,,,,,,,
5813023089,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP577,,AVLP577,,,577,,,,
360941147,,MB-associated DAN Protocerebral Anterior Medial cluster,Mushroom body neuropil neurons,,,,,,,,,PAM09,,PAM09,,,09,,,,
5813057630,,,,,,,,,,,,None,,None,,,,,,,
889523223,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP089,,PLP089,,,089,,,,
5813062122,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD008,,SAD008,,,008,,,,
611067721,,,,,,,,,,,,None,,None,,,,,,,
356809556,,CLamp,Clamp neuropil neurons,,,,,,,,,CL087,,CL087,,,087,,,,
607955261,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP520,,SMP520,,,520,,,,
1048470473,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
5813048742,,,,,,,,,,,,None,,None,,,,,,,
1343744386,,Lobula intrinsic,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,Li19,,Li19,,,19,,,,
551790504,,MB-associated DAN Protocerebral Anterior Medial cluster,Mushroom body neuropil neurons,,,,,,a,,,PAM04_a,,PAM04,,,04,,,,
1384592348,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaK,,vDeltaK,,,K,,,,
974456295,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP028,,PLP028,,,028,,,,
1040462246,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaE,,vDeltaE,,,E,,,,
297524212,,Superior Lateral protocerebrum,Superior lateral protocerebrum neuropil neurons,,,,,,,,,SLP259,,SLP259,,,259,,,,
1138449419,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
1163808587,,Posterior VentroLateral protocerebrum,Posterior ventrolateral protocerebrum neuropil neurons,,,,,,,,,PVLP123,,PVLP123,,,123,,,,
264986706,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS4B,,FS4B,,4,,B,,,
1135311328,,,,,,,,,,,,None,,None,,,,,,,
1255668960,,,,,,,,,,,,None,,None,,,,,,,
5813024919,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,a,,,SAD051_a,,SAD051,,,051,,,,
1197571795,,,,,,,,,,,,None,,None,,,,,,,
735941543,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB2C,2,FB2C,,,C,,,,
5812981602,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap2,ap2,KCa'b'-ap2,,,,,,,
5812986564,,Medulla Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,MC61,,MC61,,,61,,,,
724522447,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
789588935,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,1,,,,,,LHAV1a1,,LHAV1a1,,,1,,,,
1141972158,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
2096914134,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD002,,SAD002,,,002,,,,
1656494014,,,,,,,,,,,,None,,None,,,,,,,
976251792,,,,,,,,,,,,None,,None,,,,,,,
980198319,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,4,,,,,,LHAV4a4,,LHAV4a4,,,4,,,,
1224590738,,Fan-shaped body - Crepine,Central complex neuropil neurons,,,,,,,,,FC1F,,FC1F,,1,,F,,,
1471337627,,Posterior Lateral protocerebrum,Posterior lateral protocerebrum neurons,,,,,,,,,PLP114,,PLP114,,,114,,,,
5812990538,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS078,,PS078,,,078,,,,
1753359129,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC12,,LC12,,,12,,,,
613756712,,CLamp,Clamp neuropil neurons,,,,,,,,,CL039,,CL039,,,039,,,,
2096914200,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD001,,SAD001,,,001,,,,
359901157,,Lateral Horn Anterior Dorsal cell clusters,Lateral horn neuropil neurons,,i,1,,,,,,LHAD1i1,,LHAD1i1,,,1,,,,
517871837,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-m,m,KCa'b'-m,,,,,,,
1048492504,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
1667571719,,Lateral Accessory lobe,Lateral accessory lobe neuropil neurons,,,,,,,,,LAL196,,LAL196,,,196,,,,
799583417,,CREpine,Crepine neuropil neurons,,,,,,,,,CRE064,,CRE064,,,064,,,,
5813109987,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC10,,LC10,,,10,,,,
5812981142,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
5813023780,,,,,,,,,,,,None,,None,,,,,,,
1033887446,,Protocerebral bridge - Fan-shaped body - Gall surrounding region,Central complex neuropil neurons,,,,,,,,,PFGs,,PFGs,,,,,,,
1133593331,,Posterior Slope,Posterior slope neuropil neurons,,,,,,,,,PS113,,PS113,,,113,,,,
1806664990,,SADdle,Saddle neuropil and antennal mechanosensory and motor center neurons,,,,,,,,,SAD087,,SAD087,,,087,,,,
1104841576,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaB,,vDeltaB,,,B,,,,
761593520,,Lateral Horn Posterior Ventral cell cluster,Lateral horn neuropil neurons,,b,2,,,,,,LHPV2b3,,LHPV2b3,,,3,,,,
1131840673,,Fan-shaped Body,Central complex neuropil neurons,,,,,,,,,FB4R,4,FB4R,,,R,,,,
1173732234,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
450008671,,Superior Medial protocerebrum,Superior medial protocerebrum neuropil neurons,,,,,,,,,SMP309,,SMP309,,,309,,,,
819138027,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,p,p,b,,,PFNp_b,,PFNp,,,,,,,
1129323248,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
203594169,,Fan-shaped body - Superior medial protocerebrum,Central complex neuropil neurons,,,,,,,,,FS4A,,FS4A,,4,,A,,,
295461871,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,3,,,b,,,LHAV3a1_b,,LHAV3a1,,,1,,,,
922677121,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
736126563,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-c,c,KCab-c,,,,,,,
5813093111,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap2,ap2,KCa'b'-ap2,,,,,,,
1133825915,,fan-shaped body vertical Delta within a single column,Central complex neuropil neurons,,,,,,,,,vDeltaE,,vDeltaE,,,E,,,,
508599211,,Kenyon Cell gamma lobe,Mushroom body neuropil neurons,,,,,,,,,KCg-m,m,KCg-m,,,,,,,
1670054341,,,,,,,,,,,,None,,None,,,,,,,
1387105148,,Anterior VentroLateral protocerebrum,Antler neuropil neurons,,,,,,,,,AVLP134,,AVLP134,,,134,,,,
1630765418,,Protocerebral bridge - Fan-shaped body - Noduli,Central complex neuropil neurons,,,,p,p,b,,,PFNp_b,,PFNp,,,,,,,
1221983537,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC9,,LC9,,,9,,,,
727968539,,Antler,Antler neuropil neurons,,,,,,,,,ATL018,,ATL018,,,018,,,,
1469999513,,Lobula Columnar,Visual projection neurons and intrinsic neurons of the optic lobe,,,,,,,,,LC20,,LC20,,,20,,,,
360284300,,Lateral Horn CENTrifugal,Lateral horn neuropil neurons,,,,,,,,,LHCENT8,,LHCENT8,,,8,,,,
1169657925,,Kenyon Cell alpha’-beta’ lobe,Mushroom body neuropil neurons,,,,,,,,,KCa'b'-ap1,ap1,KCa'b'-ap1,,,,,,,
846620287,,Kenyon Cell alpha-beta lobe,Mushroom body neuropil neurons,,,,,,,,,KCab-m,m,KCab-m,,,,,,,
1599677766,,CLamp,Clamp neuropil neurons,,,,,,,,,CL121,,CL121,,,121,,,,
1560139086,,WEDge,Wedge neuropil neurons,,,,,,a,,,WED033_a,,WED033,,,033,,,,
1536991299,,Superior medial protocerebrum - Asymmetrical body,Central complex neuropil neurons,,,,,,c,,,SA1_c,,SA1,,1,1,,,,
642660081,,Lateral Horn Anterior Ventral cell clusters,Lateral horn neuropil neurons,,a,9,,,b,,,LHAV9a1_b,,LHAV9a1,,,1,,,,
